               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 302,            0.019513,             0.01739,          0.00087905,             0.99366,              0.9954,             0.99486,              0.8867,            0.012759,           0.0066594,          0.00048035,           0.0040402,           0.0040402,           0.0040402
                 303,            0.019485,            0.016613,          0.00073759,             0.99205,              0.9954,             0.99489,             0.89233,            0.012099,           0.0066652,          0.00045979,           0.0040204,           0.0040204,           0.0040204
                 304,            0.019567,             0.01633,          0.00058198,             0.99193,              0.9977,             0.99493,             0.88934,            0.011982,           0.0066837,          0.00045215,           0.0040006,           0.0040006,           0.0040006
                 305,            0.019676,             0.01739,          0.00071719,             0.99192,              0.9977,             0.99486,             0.89272,            0.011792,           0.0066757,          0.00043604,           0.0039808,           0.0039808,           0.0039808
                 306,            0.019877,            0.016897,          0.00054465,             0.99411,              0.9931,             0.99491,             0.88842,            0.012229,           0.0067292,          0.00041797,            0.003961,            0.003961,            0.003961
                 307,            0.018282,            0.015944,          0.00066201,             0.99143,              0.9977,             0.99486,              0.8947,            0.011624,           0.0067485,          0.00040218,           0.0039412,           0.0039412,           0.0039412
                 308,            0.018794,            0.017881,           0.0006419,             0.99204,              0.9954,             0.99491,             0.89342,            0.011971,           0.0068582,          0.00039111,           0.0039214,           0.0039214,           0.0039214
                 309,            0.018782,            0.016163,          0.00049475,             0.99345,              0.9954,             0.99489,             0.89153,            0.011917,            0.006675,           0.0003826,           0.0039016,           0.0039016,           0.0039016
                 310,            0.019154,            0.016383,          0.00057442,             0.99395,              0.9954,             0.99486,             0.89827,            0.012392,             0.00673,          0.00038322,           0.0038818,           0.0038818,           0.0038818
                 311,            0.018367,            0.016488,          0.00053234,             0.99355,              0.9954,             0.99486,             0.89168,            0.012034,           0.0066697,          0.00038714,            0.003862,            0.003862,            0.003862
                 312,            0.019159,            0.017098,          0.00064723,             0.99358,              0.9954,             0.99482,             0.89273,            0.011741,           0.0065823,          0.00039018,           0.0038422,           0.0038422,           0.0038422
                 313,            0.019067,            0.016536,           0.0006281,             0.99346,              0.9954,             0.99484,             0.89202,            0.012157,           0.0066057,          0.00039147,           0.0038224,           0.0038224,           0.0038224
                 314,            0.018963,            0.016933,          0.00056078,             0.99341,              0.9954,             0.99486,             0.89014,            0.012468,           0.0066182,          0.00039009,           0.0038026,           0.0038026,           0.0038026
                 315,            0.018791,            0.016192,          0.00060016,             0.99226,              0.9954,             0.99486,             0.88984,             0.01201,           0.0065163,          0.00039151,           0.0037828,           0.0037828,           0.0037828
                 316,            0.018059,             0.01479,          0.00059032,             0.99261,              0.9954,             0.99482,             0.88062,            0.012565,           0.0066095,          0.00039415,            0.003763,            0.003763,            0.003763
                 317,            0.018734,             0.01512,          0.00054697,             0.99505,               0.995,             0.99484,             0.89294,            0.011666,           0.0065502,           0.0004054,           0.0037432,           0.0037432,           0.0037432
                 318,            0.019911,            0.015634,          0.00071857,             0.99319,              0.9931,             0.99484,             0.89717,            0.011655,           0.0065291,          0.00041301,           0.0037234,           0.0037234,           0.0037234
                 319,            0.018546,            0.015922,          0.00055064,             0.99518,              0.9931,              0.9948,             0.88966,            0.012216,           0.0066438,          0.00041872,           0.0037036,           0.0037036,           0.0037036
                 320,            0.018455,            0.015928,          0.00066788,             0.99412,             0.99445,             0.99484,             0.89507,            0.011991,           0.0066139,          0.00041882,           0.0036838,           0.0036838,           0.0036838
                 321,            0.017608,            0.016453,          0.00061773,             0.99356,              0.9931,             0.99479,             0.89451,            0.011911,           0.0065886,          0.00041093,            0.003664,            0.003664,            0.003664
                 322,             0.01964,            0.018375,          0.00060619,             0.99381,              0.9931,             0.99482,             0.89563,            0.011741,           0.0065157,          0.00040623,           0.0036442,           0.0036442,           0.0036442
                 323,            0.017691,            0.015782,          0.00056945,             0.99439,              0.9931,             0.99482,             0.89816,            0.011956,           0.0065612,          0.00040023,           0.0036244,           0.0036244,           0.0036244
                 324,            0.020546,            0.017336,          0.00077026,             0.99547,              0.9931,             0.99486,             0.88825,            0.012319,           0.0066884,          0.00039576,           0.0036046,           0.0036046,           0.0036046
                 325,             0.01947,            0.017529,          0.00063239,             0.99498,             0.99463,             0.99491,             0.90561,            0.011252,            0.006586,          0.00038569,           0.0035848,           0.0035848,           0.0035848
                 326,            0.019389,            0.018304,          0.00083681,             0.99504,             0.99398,             0.99489,             0.89987,            0.011491,           0.0065614,          0.00037596,            0.003565,            0.003565,            0.003565
                 327,            0.017168,            0.015953,          0.00061142,              0.9939,             0.99363,             0.99486,             0.89718,            0.011638,           0.0065488,          0.00036599,           0.0035452,           0.0035452,           0.0035452
                 328,              0.0176,             0.01539,          0.00058022,             0.99376,             0.99375,             0.99486,             0.89284,            0.012044,           0.0066561,          0.00036385,           0.0035254,           0.0035254,           0.0035254
                 329,            0.018175,            0.015376,          0.00054013,             0.99501,             0.99404,             0.99486,             0.90188,            0.011352,           0.0064877,          0.00036016,           0.0035056,           0.0035056,           0.0035056
                 330,            0.017763,            0.017542,          0.00049479,             0.99534,             0.99297,              0.9948,             0.89964,            0.011744,           0.0065013,          0.00035701,           0.0034858,           0.0034858,           0.0034858
                 331,            0.018652,            0.016189,           0.0007723,              0.9947,             0.99425,             0.99489,             0.90024,            0.011685,           0.0064699,          0.00035497,            0.003466,            0.003466,            0.003466
                 332,            0.017725,            0.017258,          0.00061043,              0.9946,             0.99426,             0.99491,             0.89573,             0.01206,           0.0064905,          0.00035037,           0.0034462,           0.0034462,           0.0034462
                 333,              0.0191,            0.016448,          0.00056571,             0.99722,             0.99164,             0.99489,             0.90194,            0.011414,           0.0064046,           0.0003544,           0.0034264,           0.0034264,           0.0034264
                 334,             0.01765,            0.016516,          0.00046772,             0.99819,             0.99186,             0.99489,             0.89801,            0.011994,           0.0065128,          0.00035761,           0.0034066,           0.0034066,           0.0034066
                 335,            0.017536,            0.015862,           0.0005437,             0.99801,             0.99219,             0.99491,             0.89329,            0.011581,           0.0064861,          0.00036077,           0.0033868,           0.0033868,           0.0033868
                 336,            0.018047,             0.01629,          0.00049541,             0.99738,              0.9908,             0.99489,             0.90068,            0.011541,           0.0064412,          0.00035972,            0.003367,            0.003367,            0.003367
                 337,            0.016956,            0.015889,          0.00066873,             0.99867,             0.99235,             0.99489,             0.90134,            0.011257,           0.0063072,          0.00035551,           0.0033472,           0.0033472,           0.0033472
                 338,            0.018136,            0.014809,          0.00052339,             0.99828,             0.99302,             0.99491,             0.89585,            0.011786,             0.00637,          0.00035821,           0.0033274,           0.0033274,           0.0033274
                 339,            0.017737,            0.016544,          0.00067849,             0.99555,              0.9908,             0.99491,             0.90492,            0.011321,           0.0062847,          0.00035842,           0.0033076,           0.0033076,           0.0033076
                 340,            0.017985,            0.015839,          0.00071101,             0.99542,              0.9908,             0.99491,             0.90233,            0.011422,           0.0063293,          0.00035495,           0.0032878,           0.0032878,           0.0032878
                 341,            0.018105,            0.015324,           0.0006323,              0.9976,              0.9908,             0.99493,             0.90486,            0.011109,           0.0062714,          0.00034871,            0.003268,            0.003268,            0.003268
                 342,             0.01763,            0.017731,          0.00047339,             0.99853,             0.99212,             0.99491,             0.90681,            0.011183,           0.0062894,          0.00033995,           0.0032482,           0.0032482,           0.0032482
                 343,            0.016946,            0.016654,           0.0004535,             0.99828,             0.99226,             0.99484,             0.90123,            0.011136,           0.0062361,          0.00032738,           0.0032284,           0.0032284,           0.0032284
                 344,            0.017823,            0.014632,          0.00053531,             0.99807,              0.9908,              0.9948,             0.90622,            0.011311,           0.0062152,          0.00032388,           0.0032086,           0.0032086,           0.0032086
                 345,            0.018589,             0.01684,          0.00052586,             0.99857,             0.99217,             0.99482,             0.89954,            0.011409,             0.00632,          0.00032388,           0.0031888,           0.0031888,           0.0031888
                 346,            0.017709,            0.015737,          0.00070707,             0.99607,              0.9908,             0.99486,             0.90138,            0.011245,           0.0062857,          0.00032078,            0.003169,            0.003169,            0.003169
                 347,            0.017486,            0.014675,          0.00055824,             0.99569,             0.99504,             0.99489,             0.89815,            0.011508,           0.0063331,           0.0003186,           0.0031492,           0.0031492,           0.0031492
                 348,            0.017898,            0.016255,          0.00040841,             0.99592,             0.99433,             0.99491,             0.89434,            0.011701,           0.0064263,           0.0003179,           0.0031294,           0.0031294,           0.0031294
                 349,            0.016896,            0.015084,          0.00041022,             0.99664,              0.9931,             0.99489,             0.90619,            0.011474,           0.0063435,          0.00031444,           0.0031096,           0.0031096,           0.0031096
                 350,            0.016417,            0.015614,          0.00051701,             0.99646,              0.9931,             0.99486,             0.91061,            0.011215,           0.0063063,          0.00031176,           0.0030898,           0.0030898,           0.0030898
                 351,            0.016669,            0.014448,          0.00066989,             0.99641,              0.9931,             0.99486,             0.91162,            0.011123,           0.0063168,          0.00030891,             0.00307,             0.00307,             0.00307
                 352,            0.017785,            0.015077,          0.00047619,               0.996,              0.9931,             0.99486,             0.89423,            0.011987,           0.0064672,          0.00030614,           0.0030502,           0.0030502,           0.0030502
                 353,            0.017143,            0.014166,          0.00055938,             0.99476,             0.99389,             0.99491,             0.90852,            0.011292,           0.0063369,          0.00030786,           0.0030304,           0.0030304,           0.0030304
                 354,            0.017715,            0.016789,          0.00044853,             0.99512,              0.9908,             0.99489,             0.90851,            0.010995,           0.0062581,          0.00030899,           0.0030106,           0.0030106,           0.0030106
                 355,            0.017504,            0.015888,          0.00047776,             0.99797,             0.99231,             0.99489,             0.90493,            0.011004,           0.0063502,          0.00031107,           0.0029908,           0.0029908,           0.0029908
                 356,            0.017513,            0.015645,          0.00040967,             0.99587,              0.9931,             0.99486,             0.90099,            0.011244,           0.0063982,          0.00031147,            0.002971,            0.002971,            0.002971
                 357,            0.016668,            0.015256,          0.00042134,             0.99631,              0.9931,             0.99484,             0.90154,            0.011144,           0.0063764,          0.00031232,           0.0029512,           0.0029512,           0.0029512
                 358,            0.017514,            0.015236,          0.00045516,             0.99884,             0.99187,              0.9948,             0.90195,            0.011372,           0.0063963,          0.00031422,           0.0029314,           0.0029314,           0.0029314
                 359,            0.017452,            0.014642,          0.00056816,             0.99848,              0.9908,              0.9948,             0.90103,            0.011078,           0.0064191,          0.00031796,           0.0029116,           0.0029116,           0.0029116
                 360,            0.017267,            0.014915,          0.00047503,             0.99831,             0.99188,             0.99482,             0.90612,             0.01111,           0.0064716,          0.00031513,           0.0028918,           0.0028918,           0.0028918
                 361,            0.017657,            0.016677,          0.00061189,             0.99852,             0.99179,             0.99482,             0.90674,            0.010924,           0.0063834,          0.00031201,            0.002872,            0.002872,            0.002872
                 362,            0.017191,             0.01586,          0.00055429,             0.99853,             0.99207,             0.99484,             0.90881,            0.010793,           0.0063256,          0.00031104,           0.0028522,           0.0028522,           0.0028522
                 363,            0.017442,            0.015602,          0.00039715,              0.9973,              0.9908,             0.99486,             0.90619,            0.010807,           0.0063193,          0.00031616,           0.0028324,           0.0028324,           0.0028324
                 364,            0.016966,            0.015409,          0.00051535,             0.99862,              0.9916,              0.9948,             0.90547,             0.01077,           0.0062579,          0.00031857,           0.0028126,           0.0028126,           0.0028126
                 365,            0.017823,            0.015204,          0.00053328,             0.99871,             0.99148,             0.99484,             0.91048,            0.010789,           0.0062771,          0.00032224,           0.0027928,           0.0027928,           0.0027928
                 366,            0.017583,            0.015718,          0.00051222,             0.99761,              0.9908,             0.99486,             0.90965,            0.010884,           0.0063266,          0.00032326,            0.002773,            0.002773,            0.002773
                 367,            0.016766,            0.014471,          0.00056286,             0.99599,              0.9931,             0.99484,              0.9005,            0.011347,           0.0064604,          0.00031816,           0.0027532,           0.0027532,           0.0027532
                 368,            0.017471,            0.014661,          0.00049714,             0.99592,              0.9931,             0.99486,             0.90605,            0.010998,           0.0064091,           0.0003135,           0.0027334,           0.0027334,           0.0027334
                 369,            0.017179,             0.01571,          0.00052606,             0.99572,             0.99374,             0.99486,             0.91565,            0.010626,           0.0063286,           0.0003109,           0.0027136,           0.0027136,           0.0027136
                 370,            0.016491,            0.016251,          0.00053691,              0.9964,             0.99391,             0.99489,             0.91277,            0.010731,           0.0063156,          0.00030653,           0.0026938,           0.0026938,           0.0026938
                 371,            0.016377,             0.01663,          0.00051769,             0.99476,              0.9931,             0.99482,             0.90799,            0.010773,           0.0062474,          0.00030119,            0.002674,            0.002674,            0.002674
                 372,            0.017052,            0.017016,          0.00050817,              0.9931,              0.9954,             0.99486,             0.91089,            0.010856,           0.0062039,          0.00029848,           0.0026542,           0.0026542,           0.0026542
                 373,            0.017867,            0.014873,          0.00036586,             0.99374,             0.99425,             0.99491,             0.91248,            0.010775,           0.0062035,          0.00029845,           0.0026344,           0.0026344,           0.0026344
                 374,            0.017795,            0.016753,          0.00043121,             0.99391,              0.9931,             0.99489,             0.90471,            0.011148,           0.0061836,          0.00029627,           0.0026146,           0.0026146,           0.0026146
                 375,            0.018255,            0.015799,          0.00051041,             0.99426,             0.99393,             0.99489,             0.91486,             0.01067,           0.0060751,          0.00029339,           0.0025948,           0.0025948,           0.0025948
                 376,            0.016235,             0.01629,          0.00050977,             0.99401,             0.99437,             0.99491,             0.92042,            0.010483,           0.0060283,          0.00029009,            0.002575,            0.002575,            0.002575
                 377,            0.016071,             0.01492,          0.00044042,             0.99452,              0.9931,             0.99491,             0.91665,            0.010452,           0.0059847,          0.00028088,           0.0025552,           0.0025552,           0.0025552
                 378,            0.017332,              0.0156,          0.00042892,             0.99407,              0.9931,             0.99486,             0.91209,            0.010807,           0.0060261,            0.000273,           0.0025354,           0.0025354,           0.0025354
                 379,            0.016794,            0.014939,           0.0005977,             0.99476,             0.99399,             0.99489,             0.91335,            0.010551,           0.0059841,          0.00026393,           0.0025156,           0.0025156,           0.0025156
                 380,            0.016385,            0.014553,          0.00057982,             0.99474,              0.9931,             0.99484,             0.90391,            0.010975,           0.0061043,          0.00025959,           0.0024958,           0.0024958,           0.0024958
                 381,            0.016384,            0.015049,          0.00046148,             0.99522,             0.99397,             0.99489,             0.90745,            0.010642,           0.0061302,          0.00025856,            0.002476,            0.002476,            0.002476
                 382,            0.016858,            0.014269,          0.00039261,             0.99566,             0.99431,             0.99491,             0.90711,            0.010818,           0.0061896,          0.00025664,           0.0024562,           0.0024562,           0.0024562
                 383,            0.016394,            0.014848,          0.00039857,             0.99414,              0.9931,             0.99489,             0.90992,            0.010605,           0.0060496,          0.00025765,           0.0024364,           0.0024364,           0.0024364
                 384,            0.015935,            0.014727,          0.00042158,             0.99439,              0.9931,             0.99489,             0.91253,            0.010632,           0.0060052,          0.00025677,           0.0024166,           0.0024166,           0.0024166
                 385,            0.015952,             0.01475,          0.00033578,             0.99448,              0.9931,             0.99489,              0.9177,            0.010323,           0.0059233,          0.00025781,           0.0023968,           0.0023968,           0.0023968
                 386,            0.016102,            0.014859,          0.00052394,             0.99229,              0.9974,             0.99491,             0.91665,            0.010653,           0.0060234,          0.00025537,            0.002377,            0.002377,            0.002377
                 387,            0.016101,             0.01581,          0.00051619,             0.99569,             0.99518,             0.99493,             0.91688,            0.010549,           0.0059894,          0.00025007,           0.0023572,           0.0023572,           0.0023572
                 388,            0.016152,            0.015056,          0.00038673,              0.9921,             0.99655,             0.99491,             0.91706,             0.01046,           0.0059862,          0.00024941,           0.0023374,           0.0023374,           0.0023374
                 389,            0.016733,            0.014925,           0.0006261,             0.99461,              0.9931,             0.99486,             0.91825,            0.010415,           0.0060365,          0.00025011,           0.0023176,           0.0023176,           0.0023176
                 390,             0.01581,            0.014061,          0.00038157,             0.99486,              0.9931,             0.99486,             0.91733,            0.010414,           0.0060415,          0.00024976,           0.0022978,           0.0022978,           0.0022978
                 391,            0.016368,            0.014693,          0.00032873,             0.99461,              0.9931,             0.99486,             0.91474,            0.010345,           0.0060604,          0.00025116,            0.002278,            0.002278,            0.002278
                 392,            0.015246,            0.015489,          0.00041667,              0.9953,              0.9931,             0.99486,             0.91063,            0.010413,           0.0060739,          0.00025109,           0.0022582,           0.0022582,           0.0022582
                 393,            0.016148,            0.014545,          0.00040689,             0.99621,             0.99386,             0.99491,             0.91592,            0.010265,           0.0060069,          0.00024998,           0.0022384,           0.0022384,           0.0022384
                 394,            0.016103,            0.014946,          0.00042534,             0.99587,             0.99436,             0.99489,             0.91209,            0.010557,           0.0060333,          0.00024729,           0.0022186,           0.0022186,           0.0022186
                 395,            0.015656,            0.015499,          0.00046204,              0.9963,             0.99336,             0.99491,             0.91094,            0.010479,           0.0060097,          0.00024302,           0.0021988,           0.0021988,           0.0021988
                 396,            0.015271,            0.014351,          0.00032727,             0.99571,              0.9931,             0.99486,             0.90997,            0.010676,           0.0060998,           0.0002398,            0.002179,            0.002179,            0.002179
                 397,            0.016038,            0.014989,          0.00043234,             0.99551,              0.9931,             0.99486,             0.91058,            0.010471,           0.0060379,          0.00023757,           0.0021592,           0.0021592,           0.0021592
                 398,             0.01652,            0.016324,          0.00038036,             0.99812,             0.99278,             0.99486,             0.91313,             0.01033,           0.0060093,          0.00023584,           0.0021394,           0.0021394,           0.0021394
                 399,            0.015972,            0.015809,           0.0004636,             0.99676,              0.9908,             0.99484,               0.917,            0.010113,           0.0059288,          0.00023354,           0.0021196,           0.0021196,           0.0021196
                 400,            0.015202,            0.014657,          0.00033552,             0.99853,             0.99209,             0.99486,             0.91666,            0.010305,           0.0059455,          0.00022977,           0.0020998,           0.0020998,           0.0020998
                 401,            0.016249,            0.014006,          0.00039113,             0.99837,             0.99255,             0.99493,             0.91725,            0.010109,           0.0059248,          0.00022712,             0.00208,             0.00208,             0.00208
                 402,            0.016078,            0.014525,          0.00057963,             0.99843,             0.99206,             0.99491,             0.91706,             0.01036,           0.0059572,          0.00022467,           0.0020602,           0.0020602,           0.0020602
                 403,            0.015264,            0.015279,          0.00032129,              0.9982,             0.99226,             0.99493,             0.92055,            0.010213,           0.0059314,          0.00022297,           0.0020404,           0.0020404,           0.0020404
                 404,            0.015862,            0.015479,          0.00036158,             0.99553,              0.9908,             0.99493,             0.91866,            0.010358,           0.0059456,          0.00022341,           0.0020206,           0.0020206,           0.0020206
                 405,            0.015597,            0.015082,          0.00034199,              0.9981,             0.99211,             0.99486,             0.92127,             0.01026,           0.0059185,          0.00022385,           0.0020008,           0.0020008,           0.0020008
                 406,            0.015993,             0.01379,          0.00033954,             0.99814,             0.99209,             0.99484,             0.92137,            0.010254,           0.0059315,          0.00022511,            0.001981,            0.001981,            0.001981
                 407,            0.016234,            0.015652,          0.00051875,             0.99833,             0.99221,             0.99489,             0.92416,            0.010224,           0.0059217,          0.00022387,           0.0019612,           0.0019612,           0.0019612
                 408,            0.015495,            0.013949,          0.00039717,               0.996,              0.9931,             0.99486,             0.91984,            0.010319,           0.0059103,          0.00022189,           0.0019414,           0.0019414,           0.0019414
                 409,            0.015648,            0.014892,          0.00043048,             0.99395,              0.9931,             0.99491,              0.9194,            0.010169,           0.0058765,          0.00021955,           0.0019216,           0.0019216,           0.0019216
                 410,            0.014971,            0.013547,          0.00037184,             0.99508,              0.9931,             0.99489,             0.91726,            0.010196,           0.0058802,           0.0002178,           0.0019018,           0.0019018,           0.0019018
                 411,            0.015167,            0.015008,          0.00050184,             0.99379,              0.9931,             0.99491,             0.91943,            0.010175,           0.0058587,          0.00021588,            0.001882,            0.001882,            0.001882
                 412,            0.015078,            0.013311,          0.00037648,             0.99555,             0.99469,             0.99493,             0.92437,            0.010045,           0.0058175,          0.00021428,           0.0018622,           0.0018622,           0.0018622
                 413,            0.015785,            0.013948,          0.00043835,             0.99584,             0.99473,             0.99489,              0.9202,            0.010194,           0.0058679,          0.00021195,           0.0018424,           0.0018424,           0.0018424
                 414,            0.015943,            0.016026,          0.00043091,               0.994,              0.9931,             0.99489,             0.92072,            0.010261,           0.0058989,          0.00020978,           0.0018226,           0.0018226,           0.0018226
                 415,             0.01616,            0.014829,          0.00035122,             0.99595,             0.99484,             0.99493,             0.92551,             0.01011,           0.0059407,          0.00020862,           0.0018028,           0.0018028,           0.0018028
                 416,            0.014663,            0.015849,          0.00046558,             0.99475,              0.9931,             0.99489,             0.92539,            0.010071,           0.0058981,          0.00020786,            0.001783,            0.001783,            0.001783
                 417,            0.015816,             0.01499,          0.00036123,             0.99344,              0.9957,             0.99491,             0.92451,            0.010005,           0.0058853,          0.00020748,           0.0017632,           0.0017632,           0.0017632
                 418,            0.016458,            0.014048,          0.00034599,             0.99308,              0.9931,             0.99489,             0.93053,           0.0099323,           0.0058816,          0.00020673,           0.0017434,           0.0017434,           0.0017434
                 419,            0.016585,            0.015707,          0.00048023,             0.99145,             0.99591,             0.99493,             0.92493,           0.0099862,           0.0058759,           0.0002059,           0.0017236,           0.0017236,           0.0017236
                 420,            0.014157,            0.013079,          0.00036699,             0.99432,             0.99392,             0.99491,             0.92933,            0.010016,           0.0058725,          0.00020539,           0.0017038,           0.0017038,           0.0017038
                 421,            0.015434,            0.014316,           0.0003985,             0.99401,              0.9931,             0.99486,             0.92606,           0.0099019,           0.0058579,          0.00020488,            0.001684,            0.001684,            0.001684
                 422,            0.015359,            0.014701,          0.00034805,             0.99436,             0.99343,             0.99489,              0.9264,           0.0099809,           0.0058423,          0.00020434,           0.0016642,           0.0016642,           0.0016642
                 423,            0.014853,            0.013687,           0.0003488,             0.99431,             0.99327,             0.99489,             0.92953,           0.0098679,            0.005797,          0.00020331,           0.0016444,           0.0016444,           0.0016444
                 424,            0.015394,            0.014433,          0.00030488,             0.99667,             0.99188,             0.99486,             0.92781,            0.009859,           0.0058074,          0.00020197,           0.0016246,           0.0016246,           0.0016246
                 425,            0.016149,            0.014808,          0.00051682,             0.99666,              0.9908,             0.99484,              0.9309,            0.009753,           0.0058221,          0.00019929,           0.0016048,           0.0016048,           0.0016048
                 426,            0.015193,            0.014118,          0.00034206,             0.99857,             0.99199,             0.99489,             0.92079,           0.0099945,           0.0058902,          0.00019673,            0.001585,            0.001585,            0.001585
                 427,            0.015253,            0.015205,          0.00034527,             0.99715,              0.9908,             0.99486,             0.92872,           0.0097246,           0.0058184,          0.00019429,           0.0015652,           0.0015652,           0.0015652
                 428,            0.015511,            0.013815,          0.00031839,             0.99712,              0.9908,             0.99489,             0.93021,           0.0097062,           0.0058276,          0.00019249,           0.0015454,           0.0015454,           0.0015454
                 429,            0.014288,            0.014675,          0.00028775,             0.99843,             0.99278,             0.99484,             0.92911,           0.0098803,           0.0058741,          0.00019023,           0.0015256,           0.0015256,           0.0015256
                 430,            0.015403,             0.01426,           0.0003628,             0.99512,              0.9931,             0.99484,             0.93589,            0.009576,            0.005773,          0.00018913,           0.0015058,           0.0015058,           0.0015058
                 431,            0.015593,            0.013544,          0.00028645,             0.99607,             0.99488,             0.99484,             0.92996,           0.0096128,           0.0057568,          0.00018852,            0.001486,            0.001486,            0.001486
                 432,            0.015132,            0.013948,          0.00034189,             0.99604,              0.9949,             0.99482,             0.92616,           0.0096304,            0.005757,          0.00018817,           0.0014662,           0.0014662,           0.0014662
                 433,            0.015262,            0.015311,          0.00030616,             0.99418,              0.9931,             0.99477,             0.92463,           0.0097714,           0.0057689,          0.00018701,           0.0014464,           0.0014464,           0.0014464
                 434,            0.016164,            0.014175,          0.00028366,             0.99431,              0.9931,             0.99482,             0.93039,           0.0096731,           0.0057652,           0.0001854,           0.0014266,           0.0014266,           0.0014266
                 435,            0.015318,            0.014479,          0.00038714,             0.99576,             0.99443,             0.99486,             0.92959,           0.0096173,            0.005731,          0.00018359,           0.0014068,           0.0014068,           0.0014068
                 436,            0.014995,            0.014788,          0.00031614,             0.99461,              0.9931,             0.99484,             0.93441,           0.0094135,           0.0056944,          0.00018335,            0.001387,            0.001387,            0.001387
                 437,            0.015544,             0.01498,          0.00035112,             0.99309,              0.9931,             0.99484,             0.93547,           0.0093195,           0.0056619,          0.00018158,           0.0013672,           0.0013672,           0.0013672
                 438,            0.015844,            0.015648,          0.00033097,               0.994,              0.9908,             0.99484,              0.9281,           0.0094973,           0.0056912,          0.00018097,           0.0013474,           0.0013474,           0.0013474
                 439,            0.015101,            0.014508,          0.00028436,             0.99568,             0.99223,             0.99484,             0.93183,           0.0094123,           0.0056742,          0.00018013,           0.0013276,           0.0013276,           0.0013276
                 440,            0.015285,            0.015738,          0.00045304,             0.99572,             0.99265,             0.99489,             0.93573,           0.0093488,           0.0056567,          0.00017835,           0.0013078,           0.0013078,           0.0013078
                 441,            0.014868,            0.014789,          0.00040013,             0.99336,             0.99331,             0.99489,             0.93206,            0.009386,           0.0056668,          0.00017609,            0.001288,            0.001288,            0.001288
                 442,            0.015186,            0.014545,          0.00030305,             0.99329,             0.99361,             0.99486,             0.93075,           0.0094216,           0.0056804,          0.00017477,           0.0012682,           0.0012682,           0.0012682
                 443,            0.014249,            0.014148,          0.00033104,             0.99271,              0.9931,             0.99484,             0.93485,           0.0093225,           0.0056691,          0.00017202,           0.0012484,           0.0012484,           0.0012484
                 444,            0.015403,            0.014715,          0.00046397,             0.99252,              0.9931,             0.99486,             0.93006,           0.0094387,           0.0056828,           0.0001715,           0.0012286,           0.0012286,           0.0012286
                 445,            0.015045,            0.013373,          0.00035883,             0.99228,              0.9931,             0.99486,             0.93124,           0.0094879,           0.0057424,          0.00017138,           0.0012088,           0.0012088,           0.0012088
                 446,            0.015035,            0.015364,          0.00044874,             0.99303,              0.9908,             0.99489,             0.93014,           0.0095671,           0.0057486,          0.00017024,            0.001189,            0.001189,            0.001189
                 447,            0.015863,            0.014288,          0.00038445,             0.99146,              0.9931,             0.99486,             0.92796,           0.0094986,           0.0057576,          0.00016844,           0.0011692,           0.0011692,           0.0011692
                 448,             0.01413,            0.014067,          0.00039716,             0.99304,             0.99462,             0.99489,             0.93046,           0.0095678,           0.0057761,          0.00016816,           0.0011494,           0.0011494,           0.0011494
                 449,            0.014812,            0.013415,           0.0005178,             0.99282,             0.99401,             0.99491,              0.9323,           0.0095147,           0.0057697,          0.00016714,           0.0011296,           0.0011296,           0.0011296
                 450,            0.014559,            0.013818,          0.00029541,             0.99513,              0.9928,             0.99486,              0.9314,           0.0095098,           0.0057563,          0.00016647,           0.0011098,           0.0011098,           0.0011098
                 451,            0.013663,            0.013426,          0.00031507,             0.99491,             0.99171,             0.99487,             0.92601,           0.0098205,           0.0058621,          0.00016593,             0.00109,             0.00109,             0.00109
                 452,             0.01531,             0.01467,          0.00037041,             0.99421,              0.9908,             0.99482,             0.92631,           0.0095608,           0.0057981,          0.00016509,           0.0010702,           0.0010702,           0.0010702
                 453,            0.015207,            0.014601,          0.00032485,             0.99443,              0.9908,             0.99484,             0.92878,           0.0095046,           0.0057397,          0.00016372,           0.0010504,           0.0010504,           0.0010504
                 454,             0.01468,            0.014047,          0.00031426,             0.99451,             0.98844,             0.99482,             0.93371,           0.0094461,           0.0057098,          0.00016241,           0.0010306,           0.0010306,           0.0010306
                 455,             0.01427,              0.0144,          0.00041305,             0.99467,             0.98824,             0.99482,             0.93138,           0.0094678,           0.0057315,          0.00016157,           0.0010108,           0.0010108,           0.0010108
                 456,            0.014641,            0.013917,           0.0003198,             0.99481,             0.98826,             0.99482,             0.93028,           0.0094849,           0.0057373,          0.00016065,            0.000991,            0.000991,            0.000991
                 457,            0.014794,            0.013573,          0.00030039,             0.99498,             0.98842,             0.99478,             0.93486,           0.0094394,           0.0057384,          0.00015894,           0.0009712,           0.0009712,           0.0009712
                 458,            0.015107,            0.014642,          0.00029271,             0.99512,             0.99084,             0.99482,             0.93401,           0.0093448,            0.005715,          0.00015769,           0.0009514,           0.0009514,           0.0009514
                 459,            0.015057,            0.014453,          0.00041582,             0.99467,              0.9908,             0.99484,             0.93445,           0.0094711,           0.0057227,          0.00015795,           0.0009316,           0.0009316,           0.0009316
